timestamp,b0_0,b0_1,b0_2,b0_3,b1_0,b1_1,b1_2,b1_3,b2_0,b2_1,b2_2,b2_3,b2_4,b2_5,b2_6
1766910834.4221885,105.575,102.325,101.575,106.575,104.075,103.575,101.575,100.325,101.123,101.4765,101.426,101.426,237.09000000000003,40.3158,129.885
1766910834.4322252,104.575,102.575,100.575,106.075,103.825,103.825,101.825,100.075,101.123,101.50175,101.3755,101.3755,237.40500000000003,42.9996,128.525
1766910834.4420922,104.575,102.575,100.575,106.075,103.825,103.825,101.825,100.075,101.123,101.50175,101.3755,101.3755,237.40500000000003,42.9996,128.525
1766910834.452122,104.575,102.575,100.575,106.075,103.825,103.825,101.825,100.075,101.123,101.50175,101.3755,101.3755,237.40500000000003,42.9996,128.525
1766910834.462262,104.825,102.325,101.325,106.325,104.325,103.325,101.575,100.325,101.022,101.527,101.3755,101.4765,238.35000000000002,40.769400000000005,129.205
1766910834.472108,104.825,102.325,101.325,106.325,104.325,103.325,101.575,100.325,101.022,101.527,101.3755,101.4765,238.35000000000002,40.769400000000005,129.205
1766910834.4820042,104.825,102.325,101.325,106.325,104.325,103.325,101.575,100.325,101.022,101.527,101.3755,101.4765,238.35000000000002,40.769400000000005,129.205
1766910834.4922872,104.575,102.075,101.075,105.325,104.075,103.575,101.325,99.825,101.022,101.45125,101.45125,101.426,240.555,38.501400000000004,129.885
1766910834.5022023,104.575,102.075,101.075,105.325,104.075,103.575,101.325,99.825,101.022,101.45125,101.45125,101.426,240.555,38.501400000000004,129.885
1766910834.5121078,104.575,102.075,101.075,105.325,104.075,103.575,101.325,99.825,101.022,101.45125,101.45125,101.426,240.555,38.501400000000004,129.885
1766910834.5221155,104.325,102.825,100.575,106.325,104.075,103.825,101.075,100.325,101.123,101.426,101.4765,101.40075,241.185,37.3674,128.525
1766910834.53212,104.325,102.825,100.575,106.325,104.075,103.825,101.075,100.325,101.123,101.426,101.4765,101.40075,241.185,37.3674,128.525
1766910834.5421157,104.325,102.575,101.325,106.325,104.325,103.325,101.825,100.075,101.0725,101.4765,101.3755,101.40075,241.5,37.5942,128.525
1766910834.5520434,104.325,102.575,101.325,106.325,104.325,103.325,101.825,100.075,101.0725,101.4765,101.3755,101.40075,241.5,37.5942,128.525
1766910834.5621748,104.325,102.575,101.325,106.325,104.325,103.325,101.825,100.075,101.0725,101.4765,101.3755,101.40075,241.5,37.5942,128.525
